,Holiday,M-1112,M-45,M-121,WeekDay,WeekEnd,LastDays,summerBreak,FirstMonth,LastMonth,SummerWinter,FirstHalf,Season1_2,Season2_1,weekOfMonth,DayLength,WeekSeasonAvg,Lag7,pred,real,Date,error,abserror,bigerror
35,0,False,False,False,3,0,0,0,0,0,1,1,0,0,2,35,-29.049986512320746,-19.060295790671262,-283.7808889762232,62.93970420932874,2018-03-08,346.72059318555193,346.72059318555193,False
36,0,False,False,False,4,0,0,0,0,0,1,1,0,0,2,35,5.5825613521858815,-325.06029579067126,-455.31292346324017,-141.06029579067126,2018-03-09,314.2526276725689,314.2526276725689,False
37,0,False,False,False,5,1,0,0,0,0,1,1,0,0,2,35,-702.9339800011978,-952.0602957906713,-1118.0513889029667,-853.0602957906713,2018-03-10,264.9910931122954,264.9910931122954,False
38,0,False,False,False,6,1,0,0,0,0,1,1,0,0,2,35,-1278.2582124573375,-1550.0602957906713,-1697.222469837286,-1418.0602957906713,2018-03-11,279.16217404661484,279.16217404661484,False
39,0,False,False,False,0,0,0,0,0,0,1,1,0,0,3,35,180.58864037954157,14.939704209328738,-124.75528243353574,-22.060295790671262,2018-03-12,102.69498664286448,102.69498664286448,False
40,0,False,False,False,1,0,0,0,0,0,1,1,0,0,3,35,-23.22871684330284,506.93970420932874,73.41014461861505,-471.06029579067126,2018-03-13,-544.4704404092863,544.4704404092863,False
41,0,False,False,False,2,0,0,0,0,0,1,1,0,0,3,35,11.771283156697159,293.93970420932874,-44.03756204135834,-263.06029579067126,2018-03-14,-219.02273374931292,219.02273374931292,False
42,0,False,False,False,3,0,0,0,0,0,1,1,0,0,3,35,-29.049986512320746,62.93970420932874,-201.54462252736403,89.93970420932874,2018-03-15,291.48432673669276,291.48432673669276,False
43,0,False,False,False,4,0,0,0,0,0,1,1,0,0,3,35,5.5825613521858815,-141.06029579067126,-313.91579661982723,-195.06029579067126,2018-03-16,118.85550082915597,118.85550082915597,False
44,0,False,False,False,5,1,0,0,0,0,1,1,0,0,3,35,-702.9339800011978,-853.0602957906713,-1025.9549790550154,-1071.0602957906713,2018-03-17,-45.10531673565583,45.10531673565583,False
45,0,False,False,False,6,1,0,0,0,0,1,1,0,0,3,36,-1278.2582124573375,-1418.0602957906713,-1471.9195025911667,-1598.0602957906713,2018-03-18,-126.14079319950451,126.14079319950451,False
46,0,False,False,False,0,0,0,0,0,0,1,1,0,0,4,36,180.58864037954157,-22.060295790671262,2.5262592569015396,28.939704209328738,2018-03-19,26.4134449524272,26.4134449524272,False
47,0,False,False,False,1,0,0,0,0,0,1,1,0,0,4,36,-23.22871684330284,-471.06029579067126,-345.09625125247294,16.939704209328738,2018-03-20,362.0359554618017,362.0359554618017,False
48,0,False,False,False,2,0,0,0,0,0,1,1,0,0,4,36,11.771283156697159,-263.06029579067126,-218.36040667609996,-265.06029579067126,2018-03-21,-46.699889114571306,46.699889114571306,False
49,0,False,False,False,3,0,0,0,0,0,1,1,0,0,4,36,-29.049986512320746,89.93970420932874,-37.1425409815206,82.93970420932874,2018-03-22,120.08224519084933,120.08224519084933,False
50,0,False,False,False,4,0,0,0,0,0,1,1,0,0,4,36,5.5825613521858815,-195.06029579067126,-196.49439832848248,113.93970420932874,2018-03-23,310.4341025378112,310.4341025378112,False
51,0,False,False,False,5,1,0,0,0,0,1,1,0,0,4,36,-702.9339800011978,-1071.0602957906713,-1003.6549641431502,-1278.0602957906713,2018-03-24,-274.40533164752105,274.40533164752105,False
52,0,False,False,False,6,1,0,0,0,0,1,1,0,0,4,36,-1278.2582124573375,-1598.0602957906713,-1541.6454461753779,-1664.0602957906713,2018-03-25,-122.4148496152934,122.4148496152934,False
53,0,False,False,False,0,0,0,0,0,0,1,1,0,0,5,36,180.58864037954157,28.939704209328738,66.78226421329691,11.939704209328738,2018-03-26,-54.842560003968174,54.842560003968174,False
54,0,False,False,False,1,0,1,0,0,0,1,1,0,0,5,36,-23.22871684330284,16.939704209328738,143.60653292800635,-336.06029579067126,2018-03-27,-479.6668287186776,479.6668287186776,False
55,0,False,False,False,2,0,1,0,0,0,1,1,0,0,5,36,11.771283156697159,-265.06029579067126,-13.861755763577094,-138.06029579067126,2018-03-28,-124.19854002709417,124.19854002709417,False
56,0,False,False,False,3,0,1,0,0,0,1,1,0,0,5,36,-29.049986512320746,82.93970420932874,164.4560677547979,-59.06029579067126,2018-03-29,-223.51636354546918,223.51636354546918,False
57,0,False,False,False,4,0,1,0,0,0,1,1,0,0,5,36,5.5825613521858815,113.93970420932874,188.3868759439074,-168.06029579067126,2018-03-30,-356.44717173457866,356.44717173457866,False
58,0,False,False,False,5,1,1,0,0,0,1,1,0,0,5,36,-702.9339800011978,-1278.0602957906713,-918.0580424549767,-1045.0602957906713,2018-03-31,-127.0022533356946,127.0022533356946,False
59,0,False,True,False,6,1,0,0,0,0,0,1,1,0,1,36,-1278.2582124573375,-1664.0602957906713,-1800.9351731835322,-1334.0602957906713,2018-04-01,466.874877392861,466.874877392861,False
60,0,False,True,False,0,0,0,0,0,0,0,1,1,0,2,36,180.58864037954157,11.939704209328738,-164.0870494680603,334.93970420932874,2018-04-02,499.026753677389,499.026753677389,False
61,0,False,True,False,1,0,0,0,0,0,0,1,1,0,2,36,-23.22871684330284,-336.06029579067126,-453.1287080181214,-146.06029579067126,2018-04-03,307.06841222745015,307.06841222745015,False
62,0,False,True,False,2,0,0,0,0,0,0,1,1,0,2,36,11.771283156697159,-138.06029579067126,-332.1929477941553,118.93970420932874,2018-04-04,451.13265200348405,451.13265200348405,False
63,0,False,True,False,3,0,0,0,0,0,0,1,1,0,2,36,-29.049986512320746,-59.06029579067126,-309.89739335553577,-22.060295790671262,2018-04-05,287.8370975648645,287.8370975648645,False
64,0,False,True,False,4,0,0,0,0,0,0,1,1,0,2,36,5.5825613521858815,-168.06029579067126,-367.16776610012903,6.939704209328738,2018-04-06,374.10747030945777,374.10747030945777,False
65,0,False,True,False,5,1,0,0,0,0,0,1,1,0,2,36,-702.9339800011978,-1045.0602957906713,-1174.908340350038,-877.0602957906713,2018-04-07,297.8480445593668,297.8480445593668,False
66,0,False,True,False,6,1,0,0,0,0,0,1,1,0,2,36,-1278.2582124573375,-1334.0602957906713,-1574.8568147949718,-1326.0602957906713,2018-04-08,248.79651900430054,248.79651900430054,False
67,0,False,True,False,0,0,0,0,0,0,0,1,1,0,3,37,180.58864037954157,334.93970420932874,171.997528909038,465.93970420932874,2018-04-09,293.9421753002907,293.9421753002907,False
68,0,False,True,False,1,0,0,0,0,0,0,1,1,0,3,37,-23.22871684330284,-146.06029579067126,-194.18525152804023,463.93970420932874,2018-04-10,658.124955737369,658.124955737369,False
69,0,False,True,False,2,0,0,0,0,0,0,1,1,0,3,37,11.771283156697159,118.93970420932874,-34.38892614294491,439.93970420932874,2018-04-11,474.32863035227365,474.32863035227365,False
70,0,False,True,False,3,0,0,0,0,0,0,1,1,0,3,37,-29.049986512320746,-22.060295790671262,-139.6952274572859,84.93970420932874,2018-04-12,224.63493166661465,224.63493166661465,False
71,0,False,True,False,4,0,0,0,0,0,0,1,1,0,3,37,5.5825613521858815,6.939704209328738,-116.92443613865862,82.93970420932874,2018-04-13,199.86414034798736,199.86414034798736,False
72,0,False,True,False,5,1,0,0,0,0,0,1,1,0,3,37,-702.9339800011978,-877.0602957906713,-928.7250694352524,-768.0602957906713,2018-04-14,160.66477364458115,160.66477364458115,False
73,0,False,True,False,6,1,0,0,0,0,0,1,1,0,3,37,-1278.2582124573375,-1326.0602957906713,-1421.474893518703,-1370.0602957906713,2018-04-15,51.41459772803182,51.41459772803182,False
74,0,False,True,False,0,0,0,0,0,0,0,1,1,0,4,37,180.58864037954157,465.93970420932874,282.654208684693,314.93970420932874,2018-04-16,32.285495524635735,32.285495524635735,False
75,0,False,True,False,1,0,0,0,0,0,0,1,1,0,4,37,-23.22871684330284,463.93970420932874,194.29546872792343,64.93970420932874,2018-04-17,-129.3557645185947,129.3557645185947,False
76,0,False,True,False,2,0,0,0,0,0,0,1,1,0,4,37,11.771283156697159,439.93970420932874,186.46935632844816,-41.06029579067126,2018-04-18,-227.52965211911942,227.52965211911942,False
77,0,False,True,False,3,0,0,0,0,0,0,1,1,0,4,37,-29.049986512320746,84.93970420932874,-42.958750127408166,-226.06029579067126,2018-04-19,-183.1015456632631,183.1015456632631,False
78,0,False,True,False,4,0,0,0,0,0,0,1,1,0,4,37,5.5825613521858815,82.93970420932874,-38.168220301243764,14.939704209328738,2018-04-20,53.1079245105725,53.1079245105725,False
79,0,False,True,False,5,1,0,0,0,0,0,1,1,0,4,37,-702.9339800011978,-768.0602957906713,-830.8285752348938,-707.0602957906713,2018-04-21,123.76827944422257,123.76827944422257,False
80,0,False,True,False,6,1,0,0,0,0,0,1,1,0,4,37,-1278.2582124573375,-1370.0602957906713,-1412.3196899101758,-1431.0602957906713,2018-04-22,-18.740605880495423,18.740605880495423,False
81,1,False,True,False,0,0,0,0,0,0,0,1,1,0,5,37,180.58864037954157,314.93970420932874,-370.7459438695928,-802.0602957906713,2018-04-23,-431.31435192107847,431.31435192107847,False
82,0,False,True,False,1,0,0,0,0,0,0,1,1,0,5,37,-23.22871684330284,64.93970420932874,-2.4523221740073495,207.93970420932874,2018-04-24,210.3920263833361,210.3920263833361,False
83,0,False,True,False,2,0,0,0,0,0,0,1,1,0,5,37,11.771283156697159,-41.06029579067126,-57.83912626322308,191.93970420932874,2018-04-25,249.77883047255182,249.77883047255182,False
84,0,False,True,False,3,0,0,0,0,0,0,1,1,0,5,37,-29.049986512320746,-226.06029579067126,-188.665798728156,276.93970420932874,2018-04-26,465.60550293748474,465.60550293748474,False
85,0,False,True,False,4,0,1,0,0,0,0,1,1,0,5,37,5.5825613521858815,14.939704209328738,128.0498738853912,156.93970420932874,2018-04-27,28.88983032393753,28.88983032393753,False
86,0,False,True,False,5,1,1,0,0,0,0,1,1,0,5,37,-702.9339800011978,-707.0602957906713,-589.7893929022048,-673.0602957906713,2018-04-28,-83.27090288846648,83.27090288846648,False
87,0,False,True,False,6,1,1,0,0,0,0,1,1,0,5,37,-1278.2582124573375,-1431.0602957906713,-1242.0415366768566,-1365.0602957906713,2018-04-29,-123.01875911381467,123.01875911381467,False
88,0,False,True,False,0,0,1,0,0,0,0,1,1,0,6,37,180.58864037954157,-802.0602957906713,-212.4622446584267,288.93970420932874,2018-04-30,501.40194886775544,501.40194886775544,False
89,1,False,True,False,1,0,0,1,0,0,0,1,1,0,1,37,-23.22871684330284,207.93970420932874,-896.1338304542332,-501.06029579067126,2018-05-01,395.073534663562,395.073534663562,False
90,0,False,True,False,2,0,0,1,0,0,0,1,1,0,1,37,11.771283156697159,191.93970420932874,-298.8254217797289,380.93970420932874,2018-05-02,679.7651259890577,679.7651259890577,False
91,0,False,True,False,3,0,0,1,0,0,0,1,1,0,1,38,-29.049986512320746,276.93970420932874,-158.98353769443975,118.93970420932874,2018-05-03,277.9232419037685,277.9232419037685,False
92,0,False,True,False,4,0,0,1,0,0,0,1,1,0,1,38,5.5825613521858815,156.93970420932874,-222.63400322668122,234.93970420932874,2018-05-04,457.57370743600995,457.57370743600995,False
93,0,False,False,False,4,0,0,0,0,0,0,0,0,0,2,38,5.5825613521858815,-673.0602957906713,-144.729227878056,589.9397042093287,2018-08-10,734.6689320873847,734.6689320873847,False
94,0,False,False,False,5,1,0,0,0,0,0,0,0,0,2,38,-702.9339800011978,-1365.0602957906713,-845.16824160843,45.93970420932874,2018-08-11,891.1079458177587,891.1079458177587,False
95,0,False,False,False,6,1,0,0,0,0,0,0,0,0,2,37,-1278.2582124573375,288.93970420932874,-232.226605415854,-789.0602957906713,2018-08-12,-556.8336903748173,556.8336903748173,False
96,0,False,False,False,0,0,0,0,0,0,0,0,0,0,3,37,180.58864037954157,-501.06029579067126,-25.679283004019453,1142.9397042093287,2018-08-13,1168.6189872133482,1168.6189872133482,True
97,0,False,False,False,1,0,0,0,0,0,0,0,0,0,3,37,-23.22871684330284,380.93970420932874,398.6894337920148,722.9397042093287,2018-08-14,324.2502704173139,324.2502704173139,False
98,0,False,False,False,2,0,0,0,0,0,0,0,0,0,3,37,11.771283156697159,118.93970420932874,252.82131380524697,1023.9397042093287,2018-08-15,771.1183904040818,771.1183904040818,False
99,0,False,False,False,3,0,0,0,0,0,0,0,0,0,3,37,-29.049986512320746,234.93970420932874,296.5771803477728,1572.9397042093287,2018-08-16,1276.362523861556,1276.362523861556,True
100,0,False,False,False,4,0,0,0,0,0,0,0,0,0,3,37,5.5825613521858815,589.9397042093287,508.430721554877,1028.9397042093287,2018-08-17,520.5089826544518,520.5089826544518,False
101,0,False,False,False,5,1,0,0,0,0,0,0,0,0,3,37,-702.9339800011978,45.93970420932874,-106.1670437598691,198.93970420932874,2018-08-18,305.10674796919784,305.10674796919784,False
102,0,False,False,False,6,1,0,0,0,0,0,0,0,0,3,37,-1278.2582124573375,-789.0602957906713,-822.8001238462402,-517.0602957906713,2018-08-19,305.739828055569,305.739828055569,False
103,1,False,False,False,0,0,0,0,0,0,0,0,0,0,4,37,180.58864037954157,1142.9397042093287,362.0357056988032,247.93970420932874,2018-08-20,-114.09600148947447,114.09600148947447,False
104,1,False,False,False,1,0,0,0,0,0,0,0,0,0,4,37,-23.22871684330284,722.9397042093287,31.23343981140988,-1817.0602957906713,2018-08-21,-1848.2937356020811,1848.2937356020811,True
105,1,False,False,False,2,0,0,0,0,0,0,0,0,0,4,37,11.771283156697159,1023.9397042093287,211.91006886517062,-1154.0602957906713,2018-08-22,-1365.9703646558419,1365.9703646558419,True
106,1,False,False,False,3,0,0,0,0,0,0,0,0,0,4,37,-29.049986512320746,1572.9397042093287,506.8095878669328,-1130.0602957906713,2018-08-23,-1636.869883657604,1636.869883657604,True
107,1,False,False,False,4,0,0,0,0,0,0,0,0,0,4,37,5.5825613521858815,1028.9397042093287,197.23554579262236,-935.0602957906713,2018-08-24,-1132.2958415832936,1132.2958415832936,True
108,0,False,False,False,5,1,0,0,0,0,0,0,0,0,4,37,-702.9339800011978,198.93970420932874,17.249821591081854,-767.0602957906713,2018-08-25,-784.3101173817531,784.3101173817531,False
109,0,False,False,False,6,1,0,0,0,0,0,0,0,0,4,37,-1278.2582124573375,-517.0602957906713,-630.3622547016425,-753.0602957906713,2018-08-26,-122.69804108902872,122.69804108902872,False
110,0,False,False,False,0,0,1,0,0,0,0,0,0,0,5,37,180.58864037954157,247.93970420932874,649.0812775334089,1624.9397042093287,2018-08-27,975.8584266759199,975.8584266759199,False
111,0,False,False,False,1,0,1,0,0,0,0,0,0,0,5,37,-23.22871684330284,-1817.0602957906713,-635.834864324981,1291.9397042093287,2018-08-28,1927.7745685343098,1927.7745685343098,True
112,0,False,False,False,2,0,1,0,0,0,0,0,0,0,5,37,11.771283156697159,-1154.0602957906713,-245.19518171407663,909.9397042093287,2018-08-29,1155.1348859234054,1155.1348859234054,True
113,1,False,False,False,3,0,1,0,0,0,0,0,0,0,5,37,-29.049986512320746,-1130.0602957906713,-855.2945448057517,317.93970420932874,2018-08-30,1173.2342490150804,1173.2342490150804,True
114,0,False,False,False,4,0,1,0,0,0,0,0,0,0,5,37,5.5825613521858815,-935.0602957906713,-135.7478996451091,783.9397042093287,2018-08-31,919.6876038544378,919.6876038544378,False
115,0,False,False,False,5,1,0,0,0,0,0,0,0,0,1,37,-702.9339800011978,-767.0602957906713,-647.0650511288181,76.93970420932874,2018-09-01,724.0047553381469,724.0047553381469,False
116,0,False,False,False,6,1,0,0,0,0,0,0,0,0,1,37,-1278.2582124573375,-753.0602957906713,-871.2709696958123,-785.0602957906713,2018-09-02,86.210673905141,86.210673905141,False
117,0,False,False,False,0,0,0,0,0,0,0,0,0,0,2,37,180.58864037954157,1624.9397042093287,1172.7430755586502,1349.9397042093287,2018-09-03,177.19662865067858,177.19662865067858,False
118,0,False,False,False,1,0,0,0,0,0,0,0,0,0,2,37,-23.22871684330284,1291.9397042093287,892.4015435372003,914.9397042093287,2018-09-04,22.53816067212847,22.53816067212847,False
119,0,False,False,False,2,0,0,0,0,0,0,0,0,0,2,36,11.771283156697159,909.9397042093287,562.86613228632,1227.9397042093287,2018-09-05,665.0735719230088,665.0735719230088,False
120,0,False,False,False,3,0,0,0,0,0,0,0,0,0,2,36,-29.049986512320746,317.93970420932874,195.97602667841056,759.9397042093287,2018-09-06,563.9636775309182,563.9636775309182,False
121,0,False,False,False,4,0,0,0,0,0,0,0,0,0,2,36,5.5825613521858815,783.9397042093287,472.2105041972354,672.9397042093287,2018-09-07,200.72920001209332,200.72920001209332,False
122,0,False,False,False,5,1,0,0,0,0,0,0,0,0,2,36,-702.9339800011978,76.93970420932874,-236.92863606174933,-369.06029579067126,2018-09-08,-132.13165972892193,132.13165972892193,False
123,0,False,False,False,6,1,0,0,0,0,0,0,0,0,2,36,-1278.2582124573375,-785.0602957906713,-969.2219438996203,-1107.0602957906713,2018-09-09,-137.83835189105093,137.83835189105093,False
124,0,False,False,False,0,0,0,0,0,0,0,0,0,0,3,36,180.58864037954157,1349.9397042093287,933.8500515913438,800.9397042093287,2018-09-10,-132.91034738201506,132.91034738201506,False
125,0,False,False,False,1,0,0,0,0,0,0,0,0,0,3,36,-23.22871684330284,914.9397042093287,594.3476591753397,642.9397042093287,2018-09-11,48.59204503398905,48.59204503398905,False
126,0,False,False,False,2,0,0,0,0,0,0,0,0,0,3,36,11.771283156697159,1227.9397042093287,781.98438945199,669.9397042093287,2018-09-12,-112.04468524266122,112.04468524266122,False
127,0,False,False,False,3,0,0,0,0,0,0,0,0,0,3,36,-29.049986512320746,759.9397042093287,487.0153298139312,210.93970420932874,2018-09-13,-276.07562560460246,276.07562560460246,False
128,0,False,False,False,4,0,0,0,0,0,0,0,0,0,3,36,5.5825613521858815,672.9397042093287,442.50514264463345,305.93970420932874,2018-09-14,-136.5654384353047,136.5654384353047,False
129,0,False,False,False,5,1,0,0,0,0,0,0,0,0,3,36,-702.9339800011978,-369.06029579067126,-460.93682341999556,-440.06029579067126,2018-09-15,20.8765276293243,20.8765276293243,False
130,0,False,False,False,6,1,0,0,0,0,0,0,0,0,3,36,-1278.2582124573375,-1107.0602957906713,-1121.309085288016,-1241.0602957906713,2018-09-16,-119.75121050265534,119.75121050265534,False
131,0,False,False,False,0,0,0,0,0,0,0,0,0,0,4,36,180.58864037954157,800.9397042093287,650.1009954033043,616.9397042093287,2018-09-17,-33.16129119397556,33.16129119397556,False
132,0,False,False,False,1,0,0,0,0,0,0,0,0,0,4,36,-23.22871684330284,642.9397042093287,471.2609395489808,205.93970420932874,2018-09-18,-265.32123533965205,265.32123533965205,False
133,0,False,False,False,2,0,0,0,0,0,0,0,0,0,4,36,11.771283156697159,669.9397042093287,493.0152573467831,558.9397042093287,2018-09-19,65.92444686254566,65.92444686254566,False
134,0,False,False,False,3,0,0,0,0,0,0,0,0,0,4,36,-29.049986512320746,210.93970420932874,203.2662736258908,468.93970420932874,2018-09-20,265.67343058343795,265.67343058343795,False
135,0,False,False,False,4,0,0,0,0,0,0,0,0,0,4,36,5.5825613521858815,305.93970420932874,264.31762167040597,115.93970420932874,2018-09-21,-148.37791746107723,148.37791746107723,False
136,0,False,False,False,5,1,0,0,0,0,0,0,0,0,4,36,-702.9339800011978,-440.06029579067126,-467.4418475629677,-710.0602957906713,2018-09-22,-242.61844822770354,242.61844822770354,False
137,0,False,False,False,6,1,0,0,0,0,0,0,0,0,4,36,-1278.2582124573375,-1241.0602957906713,-1164.3546408511543,-1197.0602957906713,2018-09-23,-32.70565493951699,32.70565493951699,False
138,0,False,False,False,0,0,0,0,0,0,0,0,0,0,5,36,180.58864037954157,616.9397042093287,578.0550180781283,567.9397042093287,2018-09-24,-10.115313868799603,10.115313868799603,False
139,0,False,False,False,1,0,0,0,0,0,0,0,0,0,5,36,-23.22871684330284,205.93970420932874,252.47282810790148,94.93970420932874,2018-09-25,-157.53312389857274,157.53312389857274,False
140,0,False,False,False,2,0,0,0,0,0,0,0,0,0,5,36,11.771283156697159,558.9397042093287,463.3098957941811,217.93970420932874,2018-09-26,-245.37019158485236,245.37019158485236,False
141,0,False,False,False,3,0,1,0,0,0,0,0,0,0,5,35,-29.049986512320746,468.93970420932874,444.50083866577825,171.93970420932874,2018-09-27,-272.5611344564495,272.5611344564495,False
142,0,False,False,False,4,0,1,0,0,0,0,0,0,0,5,35,5.5825613521858815,115.93970420932874,245.7084077224472,145.93970420932874,2018-09-28,-99.76870351311845,99.76870351311845,False
143,0,False,False,False,5,1,1,0,0,0,0,0,0,0,5,35,-702.9339800011978,-710.0602957906713,-532.4517363301838,-583.0602957906713,2018-09-29,-50.60855946048741,50.60855946048741,False
144,0,False,False,False,6,1,1,0,0,0,0,0,0,0,5,35,-1278.2582124573375,-1197.0602957906713,-1047.2418809527826,-1232.0602957906713,2018-09-30,-184.81841483788867,184.81841483788867,False
145,0,False,False,False,0,0,0,0,0,0,1,0,0,0,1,35,180.58864037954157,567.9397042093287,520.954268318419,536.9397042093287,2018-10-01,15.985435890909685,15.985435890909685,False
146,0,False,False,False,1,0,0,0,0,0,1,0,0,0,1,35,-23.22871684330284,94.93970420932874,159.41155536326642,144.93970420932874,2018-10-02,-14.471851153937678,14.471851153937678,False
147,0,False,False,False,2,0,0,0,0,0,1,0,0,0,1,35,11.771283156697159,217.93970420932874,236.8466829441777,128.93970420932874,2018-10-03,-107.90697873484896,107.90697873484896,False
148,0,False,False,False,3,0,0,0,0,0,1,0,0,0,1,35,-29.049986512320746,171.93970420932874,186.6411829777071,159.93970420932874,2018-10-04,-26.701478768378365,26.701478768378365,False
149,0,False,False,False,4,0,0,0,0,0,1,0,0,0,1,35,5.5825613521858815,145.93970420932874,177.5115103580938,242.93970420932874,2018-10-05,65.42819385123494,65.42819385123494,False
150,0,False,False,False,5,1,0,0,0,0,1,0,0,0,1,35,-702.9339800011978,-583.0602957906713,-544.3878154761874,-506.06029579067126,2018-10-06,38.32751968551611,38.32751968551611,False
151,0,False,False,False,6,1,0,0,0,0,1,0,0,0,1,35,-1278.2582124573375,-1232.0602957906713,-1153.139326607784,-1426.0602957906713,2018-10-07,-272.92096918288735,272.92096918288735,False
