,LAG1,LAG2,LAG180,LAG365,MA3,MA5,MA7,MA30,MAP7-3,M-X,M-Y,DE-TREND,DATE
2559793,4.633012034131134,4.63312744320114,-9.346329742337826,6.008354268946579,4.429308330427428,3.47757188764558,3.799909518937809,3.3290145010206524,5.562160508052587,False,False,4.021785513950011,2003-05-18
2559794,4.021785513950011,4.633012034131134,-6.346445151407831,-5.04731669567898,3.2625262546907536,3.1996787007977963,3.061698871772564,3.3640842771358317,5.038235575173057,False,False,1.1327812159911161,2003-05-19
2559795,1.1327812159911161,4.021785513950011,-4.235449449366728,-4.3807654380823156,2.0772256604355612,3.09956329172779,2.7996787007977972,3.401005905102863,4.387326515309402,False,False,1.077110251365557,2003-05-20
2559796,1.077110251365557,1.1327812159911161,-5.124453747325623,-3.2697697360412104,1.7993324735877785,2.8105589937688946,2.894801386965887,3.478668273810635,3.799909518937809,False,False,3.1881059534066623,2003-05-21
2559797,3.1881059534066623,1.077110251365557,-11.402346934173405,-1.992107367333439,2.6325503978511064,2.6104435846988876,3.188336771546674,3.480404716592481,3.061698871772564,False,False,3.6324349887810996,2003-05-22
2559798,3.6324349887810996,3.1881059534066623,-9.735795676576743,-0.9922227764034446,3.0398423961885093,2.265883731184439,2.854888029143335,3.596955974189142,2.7996787007977972,False,False,2.2989862463777655,2003-05-23
2559799,2.2989862463777655,3.6324349887810996,-6.958133307868975,1.3409951478598856,2.873060320451837,2.5768794332255447,2.576994842295551,3.7449887132672846,2.894801386965887,False,False,2.6877597261966457,2003-05-24
2559800,2.6877597261966457,2.2989862463777655,-6.1249153836056465,4.396435294345437,3.2247967632336825,3.2989862463777606,2.6721175284636405,3.922651081975056,3.188336771546674,False,False,4.687644317126637,2003-05-25
2559801,4.687644317126637,2.6877597261966457,-6.0139196815645395,4.118542107497653,4.66912579860812,3.9877597261966438,3.4577164051079206,4.107720858090236,2.8548880291433356,False,False,6.631973352501078,2003-05-26
2559802,6.631973352501078,4.687644317126637,-12.069590646190104,3.7850933650943084,5.59493631546404,4.354310983793305,4.084585123022042,4.25760544902023,2.5769948422955515,False,False,5.465191276764408,2003-05-27
2559803,5.465191276764408,6.631973352501078,-14.180817166371218,4.451644622690971,5.261487573060703,4.631973352501077,4.155898285380608,4.35378633624652,2.6721175284636405,False,False,3.6872980899166237,2003-05-28
2559804,3.6872980899166237,5.465191276764408,-7.347599242107892,4.784862546954294,4.557668460286994,4.998524610097737,4.28276700329473,4.411078334583922,3.457716405107921,False,False,4.52051601417995,2003-05-29
2559805,4.52051601417995,3.6872980899166237,-9.736603540066785,4.729191582328735,4.001997495661432,4.820631423249955,4.496937308510438,4.440592555143547,4.084585123022043,False,False,3.7981783828877234,2003-05-30
2559806,3.7981783828877234,4.52051601417995,-13.681163393581237,5.673520617703176,4.983363568072908,4.820516014179949,5.060313962932495,4.540477146073541,4.155898285380608,False,False,6.63139630715105,2003-05-31
2559807,6.63139630715105,3.7981783828877234,-9.403501024873462,7.728960764188727,5.409174084928828,4.88706727177661,5.218928712592649,4.61443581107761,4.282767003294729,False,True,5.797947564747709,2003-06-01
2559808,5.797947564747709,6.63139630715105,-13.12583865616569,10.006623132896497,5.279429046229192,4.831396307151048,4.758495843205183,4.616172253859456,4.4969373085104385,False,True,3.4089432667888175,2003-06-02
2559809,3.4089432667888175,5.797947564747709,-14.625954065235694,9.562063279382048,4.668202526048076,4.886836453636599,4.6631423388970825,4.669760548493154,5.060313962932495,False,True,4.797716746607701,2003-06-03
2559810,4.797716746607701,3.4089432667888175,-12.070513918750152,8.228614536978707,4.019938968829922,4.897832155677703,4.6868364536366,4.690015509793517,5.218928712592649,False,True,3.853156893093246,2003-06-04
2559811,3.853156893093246,4.797716746607701,-14.459518216709043,7.50627690568648,5.167971707908063,4.942161191052142,5.0200543778999265,4.682492693316105,4.758495843205183,False,True,6.853041484023244,2003-06-05
2559812,6.853041484023244,3.853156893093246,-13.737411403556829,7.33949482994981,5.74193037291213,5.08649022642658,5.408827857718809,4.695340247209061,4.663142338897082,False,True,6.519592741619899,2003-06-06
2559813,6.519592741619899,6.853041484023244,-10.51530459040461,6.228268309768694,6.834407556434717,5.830819261801018,5.480141020077375,4.667447060361279,4.6868364536366,False,True,7.130588443661008,2003-06-07
2559814,7.130588443661008,6.519592741619899,-12.126531110585725,4.617041789587574,6.760218073290637,6.197370519397678,5.599073230054988,4.611776095735717,5.020054377899929,False,True,6.630473034591002,2003-06-08
2559815,6.630473034591002,7.130588443661008,-9.7933131863224,4.283593047184233,7.4638063679243345,7.152810665883228,6.344989567016727,4.5931421681471925,5.408827857718809,False,True,8.630357625520993,2003-06-09
2559816,8.630357625520993,6.630473034591002,-9.737873039836849,4.227922082558667,8.037765032928403,7.552695256813221,6.9242392373118005,4.617100833151261,5.480141020077375,False,True,8.852464438673213,2003-06-10
2559817,8.852464438673213,8.630357625520993,-6.015766226684631,5.061140006821997,8.778390364599138,8.019246514409883,7.63840954252751,4.702170609266441,5.599073230054988,False,True,8.852349029603207,2003-06-11
2559818,8.852349029603207,8.852464438673213,-8.015881635754637,8.061024597751992,8.759756437010614,8.308019994228767,7.884325879489249,4.890944089085322,6.344989567016727,False,True,8.574455842755423,2003-06-12
2559819,8.574455842755423,8.852349029603207,-12.071552600380201,8.783131410904208,8.130011398310979,8.374571251825426,7.947702533911307,5.038976828163466,6.9242392373118,False,True,6.963229322574303,2003-06-13
2559820,6.963229322574303,8.574455842755423,-9.738334676116871,9.44968266850087,7.574340433685417,8.085566953866532,7.95552363277781,5.225898456130496,7.63840954252751,False,True,7.185336135726523,2003-06-14
2559821,7.185336135726523,6.963229322574303,-9.01622786296466,7.449567259430868,7.5742250246154095,8.02989598924097,8.23318600148558,5.357264528541972,7.884325879489249,False,True,8.574109615545403,2003-06-15
2559822,8.574109615545403,7.185336135726523,-8.349676605367998,7.2272296281386375,8.185220726656516,8.018669469059853,8.2568801162251,5.496038008360855,7.947702533911309,False,True,8.796216428697623,2003-06-16
2559823,8.796216428697623,8.574109615545403,-4.683125347771336,7.116003107957521,7.7591793916605845,7.4852207266565145,7.836129786520173,5.558885562253812,7.95552363277781,False,True,5.907212130738728,2003-06-17
2559824,5.907212130738728,8.796216428697623,-1.0721296457302287,3.72699880999863,7.129434352960948,7.429549762030954,7.526490567926357,5.743955338368991,8.233186001485581,False,True,6.684874499446494,2003-06-18
2559825,6.684874499446494,5.907212130738728,-9.016689499244682,3.7268834009286245,6.740430055002052,7.518323241849835,7.391454523935715,5.962358447817504,8.256880116225101,False,True,7.629203534820935,2003-06-19
2559826,7.629203534820935,6.684874499446494,-8.627916019425797,3.7267679918586154,7.70327760889501,7.562652277224274,7.653243876770472,6.149280075784535,7.836129786520172,False,True,8.7957547924176,2003-06-20
2559827,8.7957547924176,7.629203534820935,-6.5169203173846935,3.72665258278861,7.369828866491672,6.9403146459320455,7.438842753414751,6.217683185233047,7.526490567926355,False,True,5.684528272236481,2003-06-21
2559828,5.684528272236481,8.7957547924176,-6.294813504232474,3.7265371737186044,6.128972716680926,6.54019923686204,6.77206067767808,6.271271479866745,7.391454523935715,False,True,3.9066350853886966,2003-06-22
2559829,3.9066350853886966,5.684528272236481,-6.572706691080256,5.615310653537481,5.221449900203512,6.417861605569813,6.383056379719185,6.384119033759703,7.653243876770472,False,True,6.073186342985359,2003-06-23
2559830,6.073186342985359,3.9066350853886966,-14.461710989039151,6.781861911134147,5.68429745409647,6.306635085388697,6.549607637315845,6.463633254319325,7.438842753414751,False,True,7.0730709339153535,2003-06-24
2559831,7.0730709339153535,6.073186342985359,-14.18404862033138,6.281746502064138,7.036033896878318,6.1398530096520245,6.7320319107855235,6.507962289693765,6.77206067767808,False,True,7.961844413734241,2003-06-25
2559832,7.961844413734241,7.0730709339153535,-12.795275140512498,6.8371866485496895,7.647029598919423,6.584182045026464,6.771599041398058,6.58932836210524,6.383056379719185,False,True,7.906173449108675,2003-06-26
2559833,7.906173449108675,7.961844413734241,-8.739834994026952,7.892626795035241,8.035803078738306,7.450733302623125,6.692118552962973,6.7410648048870865,6.549607637315846,False,True,8.239391373372005,2003-06-27
2559834,8.239391373372005,7.906173449108675,-9.462172625319178,9.559178052631903,7.943095077075707,7.772840115775341,6.977717429607253,6.846504951372636,6.732031910785524,False,True,7.683720408746442,2003-06-28
2559835,7.683720408746442,8.239391373372005,-6.2400658121669625,8.559062643561898,7.609646334672367,7.739391373372001,7.406173449108676,6.950093246006334,6.771599041398058,False,True,6.9058272218986545,2003-06-29
2559836,6.9058272218986545,7.683720408746442,-1.2401812212369698,7.947836123380778,7.368790184861619,7.650387075413105,7.612407246387876,6.979607466565957,6.692118552962973,False,True,7.51682292393976,2003-06-30
2559837,7.51682292393976,6.9058272218986545,-7.240296630306972,7.169942936532998,7.12793403505087,7.46138277745421,7.5964188214448525,7.01838094638484,6.977717429607253,False,True,6.961151959314197,2003-07-01
2559838,6.961151959314197,7.51682292393976,-7.295967594932534,7.114271971907431,7.42411492227716,7.372378479495313,7.572493888565323,7.164561833611131,7.406173449108676,False,True,7.794369883577524,2003-07-02
2559839,7.794369883577524,6.961151959314197,-13.51830522622476,7.114156562837426,7.4610365502441915,7.3611519593141965,7.532695939812776,7.25889086898557,7.6124072463878765,False,True,7.627587807840854,2003-07-03
2559840,7.627587807840854,7.794369883577524,-13.407309524183656,7.836263375989638,8.016476696729741,7.705480994688635,7.588136086298326,7.418034719174823,7.596418821444854,False,True,8.627472398770848,2003-07-04
2559841,8.627472398770848,7.627587807840854,-8.740758266586996,10.169481300252968,8.145990917289367,7.8386989189519625,7.659449248656892,7.462363754549261,7.572493888565323,False,True,8.1829125452564,2003-07-05
2559842,8.1829125452564,8.627472398770848,-13.740873675657001,9.224921446738517,8.719949582293438,8.316361287659737,8.008540188793235,7.556692789923701,7.532695939812776,False,True,9.349463802853066,2003-07-06
2559843,9.349463802853066,8.1829125452564,-9.296544640282562,8.780361593224068,8.756871210260469,8.50513476747862,8.183027954326404,7.610281084557398,7.588136086298326,False,True,8.738237282671943,2003-07-07
2559844,8.738237282671943,9.349463802853066,-3.463326716019239,6.8913572952651805,9.27527431970898,8.927241580630836,8.579737942081795,7.713869379191095,7.659449248656892,False,True,9.738121873601933,2003-07-08
2559845,9.738121873601933,8.738237282671943,-1.7967754584225766,7.669019663972946,9.793677429157492,9.382681727116388,9.024066977456235,7.789679896047017,8.008540188793235,False,True,10.9046731311986,2003-07-09
2559846,10.9046731311986,9.738121873601933,-11.074668645270357,8.946682032680716,9.923191649717117,9.57145520693527,9.238237282671944,7.798823746236269,8.183027954326406,False,True,9.126779944350815,2003-07-10
2559847,9.126779944350815,10.9046731311986,-14.519228498784809,8.446566623610718,9.774928092498962,9.56022868675415,9.333359968840032,7.8135231519810775,8.579737942081795,False,True,9.293331201947474,2003-07-11
2559848,9.293331201947474,9.126779944350815,-12.408232796743702,5.224228992318491,9.330368238984512,9.726779944350813,9.531657258182728,7.846741076244405,9.024066977456235,False,True,9.570993570655247,2003-07-12
2559849,9.570993570655247,9.293331201947474,-12.408348205813708,6.5018913610262565,8.552475052136728,9.137775646391919,9.166462484033355,7.841070111618845,9.238237282671944,False,True,6.793100383807463,2003-07-13
2559850,6.793100383807463,9.570993570655247,-12.964019170439268,9.057331507511805,7.330137420844501,8.082104681766356,8.721902630518903,7.789102850696987,9.333359968840032,False,True,5.626318308070793,2003-07-14
2559851,5.626318308070793,6.793100383807463,-14.519690135064831,10.557216098441799,6.292984974737458,7.548655939363019,8.25353325319493,7.718617071256611,9.531657258182724,False,True,6.45953623233412,2003-07-15
2559852,6.45953623233412,5.626318308070793,-10.46424998857928,9.00154513381624,6.7187954915933785,7.304096085848568,7.848655939363019,7.694427588112531,9.166462484033351,False,True,8.070531934375222,2003-07-16
2559853,8.070531934375222,6.45953623233412,-18.46436539764929,11.001429724746231,7.977939341782631,7.270647343445228,7.8882230699755524,7.810978845709191,8.721902630518903,False,True,9.403749858638552,2003-07-17
2559854,9.403749858638552,8.070531934375222,-16.74225858449707,10.501314315676233,8.366712821601514,7.43719860104189,7.650012422810309,7.842344918120667,8.25353325319493,False,True,7.625856671790768,2003-07-18
2559855,7.625856671790768,9.403749858638552,-10.13126288245597,11.723421128828441,8.440671486605583,7.970416525305216,7.467357331200621,7.864451731272883,7.848655939363021,False,True,8.292407929387426,2003-07-19
2559856,8.292407929387426,7.625856671790768,-4.186933847081528,12.167750164202886,7.496111633091132,7.992523338457434,7.4354958903845825,7.790262248128803,7.8882230699755524,False,True,6.570070298095203,2003-07-20
2559857,6.570070298095203,8.292407929387426,-11.575938145040421,8.945412532910652,7.884885112910016,8.136852373831871,7.88776143369553,7.893850542762502,7.650012422810308,False,True,8.792177111247419,2003-07-21
2559858,8.792177111247419,6.570070298095203,-17.35383133188821,8.223074901618428,8.181066000136306,8.09229252031742,8.276534913514412,8.069661059618422,7.467357331200621,False,True,9.180950591066296,2003-07-22
2559859,9.180950591066296,8.792177111247419,-22.46505785206932,6.334070603659537,8.273543183658893,7.93662155569186,8.101816329841233,8.095471576474342,7.435495890384585,False,True,6.847501848662965,2003-07-23
2559860,6.847501848662965,9.180950591066296,-19.465173261139327,6.889510750145085,7.1437981449592565,7.358728368844078,7.530272349342654,8.039800611848781,7.88776143369553,False,True,5.40294199514851,2003-07-24
2559861,5.40294199514851,6.847501848662965,-12.465288670209333,8.833839785519523,5.977016069222586,7.180835181996292,7.252379162494871,7.96375927685285,8.276534913514412,False,True,5.680604363856283,2003-07-25
2559862,5.680604363856283,5.40294199514851,-14.187626301501561,9.889279932005067,5.60653028978221,6.5696086618151766,6.887184388345503,7.891421645560621,8.101816329841231,False,True,5.736044510341838,2003-07-26
2559863,5.736044510341838,5.680604363856283,-15.74329726612712,9.666942300712844,6.347155621452945,6.25838214163406,7.037862630069147,7.870935866120245,7.530272349342654,False,True,7.6248179901607145,2003-07-27
2559864,7.6248179901607145,5.736044510341838,-10.021190452974906,10.500160224976174,6.865558730901458,6.336044510341831,6.815524998776917,7.8560056422354245,7.252379162494873,False,True,7.23581369220182,2003-07-28
2559865,7.23581369220182,7.6248179901607145,-4.4657503064893564,10.722267038128386,7.883961840349969,7.013706879049605,6.759854034151358,7.918853196128381,6.887184388345503,False,True,8.791253838687375,2003-07-29
2559866,8.791253838687375,7.23581369220182,-11.243643493337144,11.777707184613938,8.291253838687371,7.646924803312932,7.045452910795637,7.963182231502819,7.037862630069147,False,True,8.84669398517292,2003-07-30
2559867,8.84669398517292,8.791253838687375,-9.188203346851592,10.9442584422106,8.791138429617364,8.246809394242925,7.521527977916107,8.022326081692073,6.815524998776917,False,True,8.7354674649918,2003-07-31
2559868,8.7354674649918,8.84669398517292,-7.854985422588266,6.944143033140591,8.291023020547359,8.180027318506252,7.751571299004831,8.0055440059554,6.759854034151358,False,True,7.290907611477355,2003-08-01
2559869,7.290907611477355,8.7354674649918,-6.243989720547161,7.666249846292807,7.902018722588465,8.268800798325136,8.029233667712603,8.007280448737246,7.045452910795636,False,True,7.6796810912962385,2003-08-02
2559870,7.6796810912962385,7.290907611477355,-3.0774384629504983,7.332801103889473,7.513014424629571,8.024240944810686,8.02118175070609,7.971979854482056,7.521527977916108,False,True,7.568454571115119,2003-08-03
2559871,7.568454571115119,7.6796810912962385,-8.63310942757606,6.388241250375017,7.790676793337343,7.879681091296234,8.14805046862021,7.970012593560198,7.751571299004832,False,True,8.12389471760067,2003-08-04
2559872,8.12389471760067,7.568454571115119,-10.855447058868286,7.554792507971676,7.642413236119187,7.579565682226229,7.925712837327983,7.899526814119822,8.029233667712603,False,True,7.234890419641772,2003-08-05
2559873,7.234890419641772,8.12389471760067,-12.188895801271626,9.110232654457231,7.92007560482696,7.801672495378446,7.862105364765914,7.888300293938705,8.021181750706088,False,True,8.401441677238438,2003-08-06
2559874,8.401441677238438,7.234890419641772,-11.46678898811941,7.110117245387222,7.549589825386584,7.6682237529751065,7.6159582096641625,7.797444144127959,8.14805046862021,False,True,7.012437379279543,2003-08-07
2559875,7.012437379279543,8.401441677238438,-11.300237730522745,4.6655573918727775,7.716141082983246,7.701441677238435,7.679334864086219,7.6917731795023965,7.92571283732798,False,True,7.734544192431759,2003-08-08
2559876,7.734544192431759,7.012437379279543,-9.2447975840372,4.832108649469436,7.734544192431758,7.767992934835095,7.790330566127325,7.66943554821017,7.862105364765915,False,True,8.456651005583971,2003-08-09
2559877,8.456651005583971,7.734544192431759,-10.578246326440537,5.387548795954984,8.160354709287677,7.978988636876201,7.893389760231922,7.635986805806831,7.615958209664162,False,True,8.289868929847302,2003-08-10
2559878,8.289868929847302,8.456651005583971,-8.689472846621658,6.1096556091072,8.03060967058804,7.767762116695083,7.782163240050805,7.56179732266275,7.679334864086219,False,True,7.345309076332846,2003-08-11
2559879,7.345309076332846,8.289868929847302,-8.35625492235833,6.165095755592748,7.549012780036553,7.767646707625076,7.7503017992347685,7.569089321000151,7.790330566127325,False,True,7.011860333929512,2003-08-12
2559880,7.011860333929512,7.345309076332846,-9.80081477587278,5.942758124300525,7.363712185781362,7.76753129855507,7.654948294926667,7.639344282300516,7.893389760231922,False,True,7.733967147081728,2003-08-13
2559881,7.733967147081728,7.011860333929512,-2.8009301849427857,7.609309381897184,7.678411591526172,7.734082556151731,7.837372568396342,7.700339984341621,7.782163240050805,False,True,8.289407293567276,2003-08-14
2559882,8.289407293567276,7.733967147081728,-6.856601149568345,8.942527306160507,8.456073960233946,7.9450782581928365,8.067415889485066,7.7428171678642075,7.750301799234767,False,True,9.344847440052831,2003-08-15
2559883,9.344847440052831,8.289407293567276,-14.578938780860575,9.442411897090501,8.381884477089864,7.978296182456165,7.932379845494426,7.6797387958312395,7.654948294926667,False,True,7.511398697649486,2003-08-16
2559884,7.511398697649486,9.344847440052831,-13.3012764121528,9.053407599131607,7.992880179130971,8.000402995608383,7.765597769757754,7.662956720094567,7.837372568396342,False,True,7.122394399690595,2003-08-17
2559885,7.122394399690595,7.511398697649486,-11.63472515455614,8.775514412283822,7.900172177468373,8.266954253205043,8.011514106719495,7.688767236950487,8.067415889485066,False,True,9.066723435065036,2003-08-18
2559886,9.066723435065036,7.122394399690595,-6.968173896959479,8.886510114324931,7.751908620250219,8.022394399690594,8.019335205585998,7.705318494547148,7.932379845494426,False,True,7.066608025995027,2003-08-19
2559887,7.066608025995027,9.066723435065036,-4.190511528251706,8.275283594143819,7.9369783963654,7.688945657287254,8.011283288579484,7.6681660484401055,7.765597769757753,False,True,7.677603728036136,2003-08-20
2559888,7.677603728036136,7.066608025995027,0.08715084045606858,8.441834851740477,7.325751876184281,7.6332746926616935,7.860374228715827,7.603235824555285,8.011514106719497,False,True,7.23304387452168,2003-08-21
2559889,7.23304387452168,7.677603728036136,-3.3018534575028315,7.830608331559354,7.510821652299459,7.733159283591687,7.6142270736140745,7.629046341411205,8.019335205585998,False,True,7.6218173543405605,2003-08-22
2559890,7.6218173543405605,7.23304387452168,-7.357524422128394,9.219381811378238,7.862558095081302,7.666377207855012,7.788714839147244,7.74004204345231,8.011283288579483,False,True,8.732813056381666,2003-08-23
2559891,8.732813056381666,7.6218173543405605,-4.635417608976175,10.8859330689749,8.121701945270555,7.855150687673896,7.915583557061363,7.817704412160081,7.860374228715829,False,True,8.010475425089439,2003-08-24
2559892,8.010475425089439,8.732813056381666,-7.913310795823962,7.996928771016012,7.899364313978327,7.710590834159443,7.613880846404055,7.858329743830817,7.614227073614074,False,True,6.954804460463876,2003-08-25
2559893,6.954804460463876,8.010475425089439,-10.913426204893966,6.107924473057114,7.806656312315728,7.954919869533882,7.812178135746747,7.885992112538588,7.788714839147242,False,True,8.45468905139387,2003-08-26
2559894,8.45468905139387,6.954804460463876,-12.246874947297304,6.107809063987105,8.23246682917165,8.288137793797208,8.04222145683547,7.954395221987101,7.915583557061362,False,True,9.2879069756572,2003-08-27
2559895,9.2879069756572,8.45468905139387,-8.080323689700643,6.163249210472653,8.991610679360905,8.388022384727204,8.327820333479751,7.969094627731909,7.613880846404056,False,True,9.232236011031642,2003-08-28
2559896,9.232236011031642,9.2879069756572,-1.9693279876595362,5.052022690291537,9.380384159179789,8.710129197879422,8.613419210124032,7.99490514458783,7.812178135746747,False,True,9.621009490850525,2003-08-29
2559897,9.621009490850525,9.232236011031642,-6.413887841173988,4.829685058999313,9.343231713072745,9.15445823325386,8.67679586454609,8.009604550332638,8.042221456835472,False,True,9.17644963733607,2003-08-30
2559898,9.17644963733607,9.621009490850525,-6.802892139132883,5.607347427707079,9.306079266965703,9.287676157517188,8.835410614206243,8.070600252373744,8.327820333479751,False,True,9.120778672710514,2003-08-31
2559899,9.120778672710514,9.17644963733607,-2.1363408815362206,5.773898685303749,8.750408302340142,9.020894081780519,8.978152347993381,8.079744102562998,8.61341921012403,False,True,7.953996596973845,2003-09-01
2559900,7.953996596973845,9.120778672710514,0.30798815383820966,5.773783276233743,8.324366967344211,8.754112006043844,8.898671859558295,8.090739804604103,8.676795864546088,False,True,7.898325632348275,2003-09-02
2559901,7.898325632348275,7.953996596973845,-5.5254605885651245,6.9403345338303986,7.990918224940871,8.453996596973838,8.731889783821623,8.090624395534098,8.835410614206243,False,True,8.120432445500494,2003-09-03
2559902,8.120432445500494,7.898325632348275,-8.63668710874624,7.606885791427061,8.0278398529079,8.231658965681609,8.56510770808495,8.11828676424187,8.978152347993381,False,True,8.064761480874928,2003-09-04
2559903,8.064761480874928,8.120432445500494,-3.9145802955940248,8.051214826801498,7.472168888282337,7.653765778833825,8.080865314887959,8.04594913294964,8.898671859558297,False,True,6.2313127384715905,2003-09-05
2559904,6.2313127384715905,8.064761480874928,-3.748029037997364,7.828877195509268,5.805386812545666,6.686983703097153,7.21567054073859,7.916204094250006,8.731889783821623,False,True,3.120086218290478,2003-09-06
2559905,3.120086218290478,6.2313127384715905,-3.0259222248451465,6.217650675328155,3.9163825145867732,5.586868294027147,6.255237671351123,7.738310907402222,8.565107708084952,False,True,2.397748586998251,2003-09-07
2559906,2.397748586998251,3.120086218290478,-1.7482598561373734,6.550868599591478,2.971822661072325,4.642308440512697,5.604328611487466,7.569676979813697,8.08086531488796,False,True,3.3976331779282454,2003-09-08
2559907,3.3976331779282454,2.397748586998251,-1.470597487429604,6.050753190521476,3.6013368816319478,4.031081920331581,5.191514789719048,7.460302311484432,7.21567054073859,False,True,5.008628879969347,2003-09-09
2559908,5.008628879969347,3.3976331779282454,-3.30404622983294,7.4950822258959136,3.9345548058952757,3.4642998445949096,4.516796206045868,7.328705420932946,6.255237671351123,False,True,3.3974023597882343,2003-09-10
2559909,3.3974023597882343,5.008628879969347,-9.02638386112517,8.939411261270347,3.5825875449734164,3.3086288799693477,3.699220479515545,7.173034456307383,5.604328611487467,False,True,2.341731395162668,2003-09-11
2559910,2.341731395162668,3.3974023597882343,-4.85983260352851,7.439295852200349,2.9158054692367457,3.4307356931215645,3.2387876101280795,7.01551163982997,5.191514789719049,False,True,3.008282652759334,2003-09-12
2559911,3.008282652759334,2.341731395162668,-4.359948012598515,7.2169582209081184,3.1008752453519235,3.5417313951626688,3.3577198201056926,6.87095178631552,4.516796206045869,False,True,3.952611688133768,2003-09-13
2559912,3.952611688133768,3.008282652759334,-1.6378411994462994,7.605731700727002,3.785945021467102,3.4193937638704406,3.6433186967499718,6.7060215624307,3.699220479515545,False,True,4.396940723508205,2003-09-14
2559913,4.396940723508205,3.952611688133768,-1.3601788307385263,6.438949624990325,4.526570353137836,3.785945021467101,3.9051080495847272,6.629980227434768,3.2387876101280795,False,True,5.230158647771535,2003-09-15
2559914,5.230158647771535,4.396940723508205,1.0285946490803575,7.7166119936981055,5.0449734625863485,4.419162945730428,3.976421211943293,6.576161114661058,3.357719820105692,False,True,5.507821016479305,2003-09-16
2559915,5.507821016479305,5.230158647771535,2.8062570177881234,7.438718806850321,5.063376572034861,4.70793642554931,4.127099453666937,6.4223420018873485,3.6433186967499718,False,True,4.452150051853742,2003-09-17
2559916,4.452150051853742,5.507821016479305,0.4172527198292322,7.049714508891423,4.933631533335224,4.885598794257081,4.484126901739788,6.348152518743268,3.9051080495847286,False,True,4.840923531672626,2003-09-18
2559917,4.840923531672626,4.452150051853742,-1.2495293559074412,7.160710210932528,5.026108716857812,5.1632611629648535,4.880836889495178,6.2850741467103,3.9764212119432933,False,True,5.785252567047067,2003-09-19
2559918,5.785252567047067,4.840923531672626,-0.4718669871996646,6.882817024084748,5.2296970114915124,5.129812420561516,5.039451639155332,6.212736515418071,4.127099453666937,False,True,5.0629149357548435,2003-09-20
2559919,5.0629149357548435,5.785252567047067,-2.138649062936338,6.438257170570289,5.69254456538447,5.274141455935954,5.301240991990089,6.16632481005177,4.484126901739788,False,True,6.229466193351499,2003-09-21
2559920,6.229466193351499,5.0629149357548435,-0.138764472006347,6.104808428166955,5.9146513785366865,5.674026046865949,5.475728757523257,6.090283475055838,4.880836889495178,False,True,6.451573006503718,2003-09-22
2559921,6.451573006503718,6.229466193351499,-0.7499909921874597,6.160248574652503,6.451573006503716,6.0405773044626105,5.642280015119918,6.045723621541388,5.039451639155331,False,True,6.673679819655931,2003-09-23
2559922,6.673679819655931,6.451573006503718,-0.25010640125746875,5.549022054471386,5.58108722706334,5.6071285620592715,5.523116987002294,5.93449710136027,5.301240991990087,False,True,3.6180088550303715,2003-09-24
2559923,3.6180088550303715,6.673679819655931,3.805333745228083,4.604462200956938,4.618008855030371,5.307013152989264,5.340461895392606,5.771418729327302,5.475728757523258,False,True,3.562337890404809,2003-09-25
2559924,3.562337890404809,3.6180088550303715,-3.139226108286371,7.215457902998043,3.6549304829974028,4.81800885503037,5.054632200608315,5.587969986923963,5.642280015119917,False,True,3.7844447035570283,2003-09-26
2559925,3.7844447035570283,3.562337890404809,-11.028230406245262,9.270898049483595,4.247407666519989,4.606782334849252,5.102135839157356,5.4600768000761795,5.523116987002292,False,True,5.39544040559813,2003-09-27
2559926,5.39544040559813,3.7844447035570283,-7.861679148648603,8.104115973746918,5.062107072264799,4.473333592445914,5.070274398341318,5.339591020635804,5.340461895392606,False,True,6.006436107639239,2003-09-28
2559927,6.006436107639239,5.39544040559813,-2.1395723354963856,6.492889453565805,3.71013981134294,3.69544040559813,4.109841528953852,5.024660796750982,5.054632200608315,False,True,-0.2714570792085489,2003-09-29
2559928,-0.2714570792085489,6.006436107639239,-0.7507988556775018,5.881662933384682,1.0248392170877494,2.45088055208368,2.7763927865505127,4.631952795088384,5.102135839157355,False,True,-2.660461377167442,2003-09-30
2559929,-2.660461377167442,-0.2714570792085489,0.3046412908080427,6.325991968759126,-1.2900910067970717,1.5063206985692292,2.125483726686856,4.335541089722082,5.0702743983413185,False,False,-0.9383545640152242,2003-10-01
2559930,-0.9383545640152242,-2.660461377167442,2.6934147706269336,5.714765448578007,-1.38279900845967,0.3173164006103345,1.5380667303152626,4.053944199170594,4.109841528953852,False,False,-0.549581084196344,2003-10-02
2559931,-0.549581084196344,-0.9383545640152242,0.9710771393347031,6.325761150619115,-1.4755070101222685,-1.4716878973485605,0.5776338609277961,3.6853102715820696,2.7763927865505127,False,False,-2.938585382155237,2003-10-03
2559932,-2.938585382155237,-0.549581084196344,1.6376283969313654,6.547867963771328,-1.3459927895626453,-1.5273588619741219,-0.2716878973485589,3.398157825475027,2.125483726686856,False,False,-0.549811902336355,2003-10-04
2559933,-0.549811902336355,-2.938585382155237,-5.695820345471976,7.269974776923544,-0.3090711615956116,-0.483029826599682,-0.7638667984820563,3.2758201941827996,1.5380667303152626,False,False,2.5611837997047573,2003-10-05
2559934,2.5611837997047573,-0.549811902336355,-6.25149131009754,7.825414923409092,1.2463689848899382,0.050188097663645334,-0.47826792183777606,3.2294084888164973,0.5776338609277961,False,False,1.7277350573014125,2003-10-06
