,LAG1,LAG2,LAG180,LAG365,MA3,MA5,MA7,MA30,MAP7-3,M-X,M-Y,DE-TREND,DATE
2557113,-9.335469436031028,-12.113131804738801,10.462966565277789,-1.5156827567711275,-9.335469436031028,-10.424242915849913,-11.43841322106562,-11.556133635808173,-13.612670168458777,True,False,-6.557807067323257,1996-01-15
2557114,-6.557807067323257,-9.335469436031028,10.740628933985562,-6.4602426102855794,-8.205955215471404,-9.357691658253252,-10.295671487278483,-11.624767563396695,-13.676277641020846,True,False,-8.724589143059932,1996-01-16
2557115,-8.724589143059932,-6.557807067323257,11.573846858248888,-6.3492469082444725,-7.72458914305993,-8.924473733989926,-9.819596420158012,-11.647105194688924,-13.247821621519424,True,False,-7.891371218796603,1996-01-17
2557116,-7.891371218796603,-8.724589143059932,11.295953671401104,-7.904917872870035,-6.076556403981788,-6.8245891430599315,-8.04193405145024,-11.574998381536709,-11.43841322106562,True,False,-1.6137088500888304,1996-01-18
2557117,-1.6137088500888304,-7.891371218796603,11.295838262331099,-5.627255504162267,-3.947042183422163,-5.4247045521299375,-6.9388748573456445,-11.408447123940048,-10.295671487278483,True,False,-2.336046481381059,1996-01-19
2557118,-2.336046481381059,-1.6137088500888304,9.851278408816654,-7.682926468787825,-6.743453888788463,-7.369264405644387,-7.534228361653746,-11.428932903380424,-9.819596420158016,True,False,-16.280606334895506,1996-01-20
2557119,-16.280606334895506,-2.336046481381059,9.51782966641331,-10.905264100080055,-10.595421149710322,-8.258268703603282,-8.081962818342799,-11.323492756894872,-8.04193405145024,True,False,-13.169610632854404,1996-01-21
2557120,-13.169610632854404,-16.280606334895506,10.017714257343307,-10.405379509150059,-14.614055077298845,-9.558384112673286,-9.201125846460425,-11.331015573372289,-6.938874857345645,True,False,-14.39194826414663,1996-01-22
2557121,-14.39194826414663,-13.169610632854404,7.739821070495527,-11.405494918220066,-12.706763078961444,-11.347388410632181,-9.463146017435191,-11.105205056516366,-7.534228361653746,True,False,-10.5587303398833,1996-01-23
2557122,-10.5587303398833,-14.39194826414663,8.68415010586996,-13.29449921617896,-9.632804413957375,-11.66972604192441,-8.899769363013133,-10.666431576697484,-8.081962818342799,True,False,-3.947734637842201,1996-01-24
2557123,-3.947734637842201,-10.5587303398833,10.572923585688844,-14.627947958582297,-8.429216119323678,-10.569841450994414,-10.209408581606949,-10.503584022804526,-9.201125846460425,True,False,-10.781183380245537,1996-01-25
