,Sex,Marital status,Age,Education,Income,Occupation,Settlement size,Label
0,0.0,0.0,0.8448275862068966,0.6666666666666666,0.3247810128248249,0.5,1.0,1
1,1.0,1.0,0.06896551724137931,0.3333333333333333,0.4202104324174137,0.5,1.0,2
2,0.0,0.0,0.5344827586206896,0.3333333333333333,0.195143529824664,0.0,0.0,0
3,0.0,0.0,0.46551724137931033,0.3333333333333333,0.49622347659506016,0.5,0.5,1
4,0.0,0.0,0.603448275862069,0.3333333333333333,0.4138418905283477,0.5,0.5,1
5,0.0,0.0,0.29310344827586204,0.3333333333333333,0.39854934705994177,0.0,0.0,0
6,0.0,0.0,0.603448275862069,0.3333333333333333,0.4411293742596844,0.5,0.5,1
7,0.0,0.0,0.29310344827586204,0.3333333333333333,0.576857552315634,1.0,0.5,1
8,0.0,1.0,0.7413793103448276,0.6666666666666666,0.42320094175452966,0.0,0.0,2
9,0.0,1.0,0.1724137931034483,0.3333333333333333,0.5074872409809456,1.0,0.0,2
10,1.0,1.0,0.1206896551724138,0.3333333333333333,0.26555211090475705,0.5,0.0,2
11,1.0,1.0,0.10344827586206896,0.3333333333333333,0.335478115906,0.5,0.0,2
12,1.0,1.0,0.06896551724137931,0.3333333333333333,0.2663490926107366,0.5,1.0,2
13,0.0,0.0,0.7241379310344828,0.6666666666666666,0.1957430940438413,0.0,0.0,0
14,1.0,1.0,0.1724137931034483,0.3333333333333333,0.24518886272904084,0.5,0.5,2
15,1.0,1.0,0.2413793103448276,0.3333333333333333,0.19228463214541625,0.0,0.0,2
16,0.0,0.0,0.603448275862069,0.3333333333333333,0.3279981866838249,0.5,0.0,0
17,0.0,0.0,0.1206896551724138,0.0,0.44456224500241287,0.5,1.0,1
18,1.0,1.0,0.4482758620689655,0.6666666666666666,0.8266674465876022,1.0,1.0,2
19,0.0,0.0,0.22413793103448276,0.0,0.39785107409736337,0.5,0.5,1
20,0.0,0.0,0.5172413793103449,0.3333333333333333,0.3032369156076803,0.5,0.5,1
21,0.0,0.0,0.4482758620689655,0.3333333333333333,0.40828495386280217,0.5,0.5,1
22,0.0,0.0,0.5172413793103449,0.3333333333333333,0.19731512217948904,0.0,0.0,0
23,0.0,0.0,0.4482758620689655,0.3333333333333333,0.3622464647646345,0.5,1.0,1
24,0.0,1.0,0.13793103448275862,0.3333333333333333,0.24799657809689543,0.5,1.0,1
25,0.0,0.0,0.3103448275862069,0.3333333333333333,0.13189316058084613,0.0,0.0,0
26,0.0,1.0,0.3620689655172414,0.3333333333333333,0.11856748022169253,0.0,0.0,2
27,1.0,1.0,0.41379310344827586,0.6666666666666666,0.4650022666452188,0.5,0.5,2
28,0.0,0.0,0.27586206896551724,0.3333333333333333,0.30517453168185077,0.5,0.5,1
29,0.0,0.0,0.7758620689655172,0.6666666666666666,0.5120059079010866,0.5,0.0,0
30,0.0,1.0,0.3103448275862069,0.3333333333333333,0.4526490502025357,0.5,0.5,1
31,0.0,0.0,0.15517241379310345,0.0,0.3081869762952781,0.5,0.5,1
32,0.0,0.0,0.20689655172413793,0.0,0.4639786204173552,0.5,1.0,1
33,0.0,0.0,0.6724137931034483,0.6666666666666666,0.18927584341137418,0.0,0.0,0
34,1.0,1.0,0.25862068965517243,0.3333333333333333,0.43774402994896394,1.0,0.5,2
35,0.0,0.0,0.1206896551724138,0.0,0.25106020502171594,0.0,0.0,0
36,0.0,0.0,0.22413793103448276,0.0,0.3932007955193542,0.5,1.0,1
37,0.0,0.0,0.3275862068965517,0.3333333333333333,0.3357705862568182,0.5,0.5,1
38,0.0,0.0,0.3275862068965517,0.3333333333333333,0.3050611994209087,0.5,0.5,1
39,0.0,0.0,0.10344827586206896,0.0,0.20732491993624147,0.5,0.5,1
40,0.0,0.0,0.20689655172413793,0.0,0.46611365397832794,1.0,0.5,1
41,0.0,1.0,0.13793103448275862,0.3333333333333333,0.3476339148618809,0.5,0.0,2
42,0.0,0.0,0.4482758620689655,0.3333333333333333,0.35764005673924804,0.0,0.0,0
43,0.0,1.0,0.10344827586206896,0.3333333333333333,0.4360440460348332,0.5,0.5,1
44,1.0,1.0,0.6896551724137931,0.6666666666666666,0.38936212216486554,0.0,0.5,2
45,1.0,1.0,0.29310344827586204,0.3333333333333333,0.37492871035198805,1.0,0.5,2
46,0.0,0.0,0.3620689655172414,0.3333333333333333,0.3814910138484711,0.5,0.0,0
47,1.0,1.0,0.08620689655172414,0.3333333333333333,0.10817381512949124,0.0,0.0,2
48,0.0,0.0,0.3620689655172414,0.3333333333333333,0.3460947896407002,0.0,0.0,0
49,1.0,1.0,0.1724137931034483,0.3333333333333333,0.3180578506353918,0.5,0.0,2
50,0.0,0.0,0.1896551724137931,0.0,0.17803767018118538,0.0,0.0,0
51,0.0,0.0,0.20689655172413793,0.0,0.5277773715689572,1.0,1.0,1
52,0.0,0.0,0.1206896551724138,0.0,0.20555547431379145,0.5,1.0,1
53,0.0,0.0,0.22413793103448276,0.0,0.29731804688299723,0.5,0.0,0
54,0.0,0.0,0.6724137931034483,0.6666666666666666,0.3655806267639618,0.5,0.5,1
55,0.0,0.0,0.13793103448275862,0.0,0.08198675109310793,0.0,0.0,0
56,0.0,0.0,0.5862068965517241,0.3333333333333333,0.6095922963309595,1.0,1.0,1
57,1.0,1.0,0.22413793103448276,0.3333333333333333,0.540430370121229,0.5,0.5,2
