target,month cycle,week cycle,1db,2db,3db,4db,5db,6db,7db,8db
-45.2106100000001,-785.804231089888,18.145157,-22.5218869999999,-21.8331640000001,-1815.144441,-1367.455718,-484.766995,-515.078272,-375.389549,-641.700826
-398.899333,-785.804231089888,179.026710531746,-45.2106100000001,-22.5218869999999,-21.8331640000001,-1815.144441,-1367.455718,-484.766995,-515.078272,-375.389549
-399.588056,-785.804231089888,-105.328679134921,-398.899333,-45.2106100000001,-22.5218869999999,-21.8331640000001,-1815.144441,-1367.455718,-484.766995,-515.078272
-1249.276779,-785.804231089888,-204.763433880952,-399.588056,-398.899333,-45.2106100000001,-22.5218869999999,-21.8331640000001,-1815.144441,-1367.455718,-484.766995
-1849.965502,-785.804231089888,-160.206125134921,-1249.276779,-399.588056,-398.899333,-45.2106100000001,-22.5218869999999,-21.8331640000001,-1815.144441,-1367.455718
-163.654225,-785.804231089888,154.306603,-1849.965502,-1249.276779,-399.588056,-398.899333,-45.2106100000001,-22.5218869999999,-21.8331640000001,-1815.144441
-412.342948,-785.804231089888,121.30588,-163.654225,-1849.965502,-1249.276779,-399.588056,-398.899333,-45.2106100000001,-22.5218869999999,-21.8331640000001
-517.031671,-785.804231089888,18.145157,-412.342948,-163.654225,-1849.965502,-1249.276779,-399.588056,-398.899333,-45.2106100000001,-22.5218869999999
-700.720394,-785.804231089888,179.026710531746,-517.031671,-412.342948,-163.654225,-1849.965502,-1249.276779,-399.588056,-398.899333,-45.2106100000001
-458.409117,-785.804231089888,-105.328679134921,-700.720394,-517.031671,-412.342948,-163.654225,-1849.965502,-1249.276779,-399.588056,-398.899333
-1179.09784,-785.804231089888,-204.763433880952,-458.409117,-700.720394,-517.031671,-412.342948,-163.654225,-1849.965502,-1249.276779,-399.588056
-1901.786563,-785.804231089888,-160.206125134921,-1179.09784,-458.409117,-700.720394,-517.031671,-412.342948,-163.654225,-1849.965502,-1249.276779
-1271.475286,-785.804231089888,154.306603,-1901.786563,-1179.09784,-458.409117,-700.720394,-517.031671,-412.342948,-163.654225,-1849.965502
-260.164009,-785.804231089888,121.30588,-1271.475286,-1901.786563,-1179.09784,-458.409117,-700.720394,-517.031671,-412.342948,-163.654225
-274.852732,-785.804231089888,18.145157,-260.164009,-1271.475286,-1901.786563,-1179.09784,-458.409117,-700.720394,-517.031671,-412.342948
-188.541455,-785.804231089888,179.026710531746,-274.852732,-260.164009,-1271.475286,-1901.786563,-1179.09784,-458.409117,-700.720394,-517.031671
-307.230178,-785.804231089888,-105.328679134921,-188.541455,-274.852732,-260.164009,-1271.475286,-1901.786563,-1179.09784,-458.409117,-700.720394
-1135.918901,-785.804231089888,-204.763433880952,-307.230178,-188.541455,-274.852732,-260.164009,-1271.475286,-1901.786563,-1179.09784,-458.409117
-1826.607624,-785.804231089888,-160.206125134921,-1135.918901,-307.230178,-188.541455,-274.852732,-260.164009,-1271.475286,-1901.786563,-1179.09784
-171.296347,-785.804231089888,154.306603,-1826.607624,-1135.918901,-307.230178,-188.541455,-274.852732,-260.164009,-1271.475286,-1901.786563
-959.98507,-732.595136106061,121.30588,-171.296347,-1826.607624,-1135.918901,-307.230178,-188.541455,-274.852732,-260.164009,-1271.475286
-76.6737929999999,-732.595136106061,18.145157,-959.98507,-171.296347,-1826.607624,-1135.918901,-307.230178,-188.541455,-274.852732,-260.164009
-337.362516,-732.595136106061,179.026710531746,-76.6737929999999,-959.98507,-171.296347,-1826.607624,-1135.918901,-307.230178,-188.541455,-274.852732
-220.051239,-732.595136106061,-105.328679134921,-337.362516,-76.6737929999999,-959.98507,-171.296347,-1826.607624,-1135.918901,-307.230178,-188.541455
136.260038,240.642184119048,-204.763433880952,-220.051239,-337.362516,-76.6737929999999,-959.98507,-171.296347,-1826.607624,-1135.918901,-307.230178
-406.428685,240.642184119048,-160.206125134921,136.260038,-220.051239,-337.362516,-76.6737929999999,-959.98507,-171.296347,-1826.607624,-1135.918901
-1240.117408,240.642184119048,154.306603,-406.428685,136.260038,-220.051239,-337.362516,-76.6737929999999,-959.98507,-171.296347,-1826.607624
693.193869,240.642184119048,121.30588,-1240.117408,-406.428685,136.260038,-220.051239,-337.362516,-76.6737929999999,-959.98507,-171.296347
274.505146,240.642184119048,18.145157,693.193869,-1240.117408,-406.428685,136.260038,-220.051239,-337.362516,-76.6737929999999,-959.98507
576.816423,240.642184119048,179.026710531746,274.505146,693.193869,-1240.117408,-406.428685,136.260038,-220.051239,-337.362516,-76.6737929999999
1127.1277,240.642184119048,-105.328679134921,576.816423,274.505146,693.193869,-1240.117408,-406.428685,136.260038,-220.051239,-337.362516
584.438977,240.642184119048,-204.763433880952,1127.1277,576.816423,274.505146,693.193869,-1240.117408,-406.428685,136.260038,-220.051239
-244.249746,240.642184119048,-160.206125134921,584.438977,1127.1277,576.816423,274.505146,693.193869,-1240.117408,-406.428685,136.260038
-958.938469,240.642184119048,154.306603,-244.249746,584.438977,1127.1277,576.816423,274.505146,693.193869,-1240.117408,-406.428685
-192.627192,240.642184119048,121.30588,-958.938469,-244.249746,584.438977,1127.1277,576.816423,274.505146,693.193869,-1240.117408
-2256.315915,240.642184119048,18.145157,-192.627192,-958.938469,-244.249746,584.438977,1127.1277,576.816423,274.505146,693.193869
-1592.004638,240.642184119048,179.026710531746,-2256.315915,-192.627192,-958.938469,-244.249746,584.438977,1127.1277,576.816423,274.505146
-1566.693361,240.642184119048,-105.328679134921,-1592.004638,-2256.315915,-192.627192,-958.938469,-244.249746,584.438977,1127.1277,576.816423
-1370.382084,240.642184119048,-204.763433880952,-1566.693361,-1592.004638,-2256.315915,-192.627192,-958.938469,-244.249746,584.438977,1127.1277
-1201.070807,240.642184119048,-160.206125134921,-1370.382084,-1566.693361,-1592.004638,-2256.315915,-192.627192,-958.938469,-244.249746,584.438977
-1185.75953,240.642184119048,154.306603,-1201.070807,-1370.382084,-1566.693361,-1592.004638,-2256.315915,-192.627192,-958.938469,-244.249746
1193.551747,240.642184119048,121.30588,-1185.75953,-1201.070807,-1370.382084,-1566.693361,-1592.004638,-2256.315915,-192.627192,-958.938469
861.863024,240.642184119048,18.145157,1193.551747,-1185.75953,-1201.070807,-1370.382084,-1566.693361,-1592.004638,-2256.315915,-192.627192
481.174301,240.642184119048,179.026710531746,861.863024,1193.551747,-1185.75953,-1201.070807,-1370.382084,-1566.693361,-1592.004638,-2256.315915
-109.514422,240.642184119048,-105.328679134921,481.174301,861.863024,1193.551747,-1185.75953,-1201.070807,-1370.382084,-1566.693361,-1592.004638
357.796855,240.642184119048,-204.763433880952,-109.514422,481.174301,861.863024,1193.551747,-1185.75953,-1201.070807,-1370.382084,-1566.693361
-347.891868,-19.9403560555556,-160.206125134921,357.796855,-109.514422,481.174301,861.863024,1193.551747,-1185.75953,-1201.070807,-1370.382084
-1208.580591,-19.9403560555556,154.306603,-347.891868,357.796855,-109.514422,481.174301,861.863024,1193.551747,-1185.75953,-1201.070807
927.730686,-19.9403560555556,121.30588,-1208.580591,-347.891868,357.796855,-109.514422,481.174301,861.863024,1193.551747,-1185.75953
494.041963,-19.9403560555556,18.145157,927.730686,-1208.580591,-347.891868,357.796855,-109.514422,481.174301,861.863024,1193.551747
808.35324,-19.9403560555556,179.026710531746,494.041963,927.730686,-1208.580591,-347.891868,357.796855,-109.514422,481.174301,861.863024
341.664517,-19.9403560555556,-105.328679134921,808.35324,494.041963,927.730686,-1208.580591,-347.891868,357.796855,-109.514422,481.174301
255.975794,-19.9403560555556,-204.763433880952,341.664517,808.35324,494.041963,927.730686,-1208.580591,-347.891868,357.796855,-109.514422
-784.712929,-19.9403560555556,-160.206125134921,255.975794,341.664517,808.35324,494.041963,927.730686,-1208.580591,-347.891868,357.796855
-1521.401652,-19.9403560555556,154.306603,-784.712929,255.975794,341.664517,808.35324,494.041963,927.730686,-1208.580591,-347.891868
387.909625,-19.9403560555556,121.30588,-1521.401652,-784.712929,255.975794,341.664517,808.35324,494.041963,927.730686,-1208.580591
231.220902,-19.9403560555556,18.145157,387.909625,-1521.401652,-784.712929,255.975794,341.664517,808.35324,494.041963,927.730686
259.532179,-19.9403560555556,179.026710531746,231.220902,387.909625,-1521.401652,-784.712929,255.975794,341.664517,808.35324,494.041963
-198.156544,-19.9403560555556,-105.328679134921,259.532179,231.220902,387.909625,-1521.401652,-784.712929,255.975794,341.664517,808.35324
-101.845267,-19.9403560555556,-204.763433880952,-198.156544,259.532179,231.220902,387.909625,-1521.401652,-784.712929,255.975794,341.664517
-846.53399,-19.9403560555556,-160.206125134921,-101.845267,-198.156544,259.532179,231.220902,387.909625,-1521.401652,-784.712929,255.975794
-1646.222713,-19.9403560555556,154.306603,-846.53399,-101.845267,-198.156544,259.532179,231.220902,387.909625,-1521.401652,-784.712929
213.088564,-19.9403560555556,121.30588,-1646.222713,-846.53399,-101.845267,-198.156544,259.532179,231.220902,387.909625,-1521.401652
-196.600159,-19.9403560555556,18.145157,213.088564,-1646.222713,-846.53399,-101.845267,-198.156544,259.532179,231.220902,387.909625
157.711118,-19.9403560555556,179.026710531746,-196.600159,213.088564,-1646.222713,-846.53399,-101.845267,-198.156544,259.532179,231.220902
69.022395,-19.9403560555556,-105.328679134921,157.711118,-196.600159,213.088564,-1646.222713,-846.53399,-101.845267,-198.156544,259.532179
-282.666328,-19.9403560555556,-204.763433880952,69.022395,157.711118,-196.600159,213.088564,-1646.222713,-846.53399,-101.845267,-198.156544
-1107.355051,-19.9403560555556,-160.206125134921,-282.666328,69.022395,157.711118,-196.600159,213.088564,-1646.222713,-846.53399,-101.845267
-1593.043774,-19.9403560555556,154.306603,-1107.355051,-282.666328,69.022395,157.711118,-196.600159,213.088564,-1646.222713,-846.53399
173.267503,-19.9403560555556,121.30588,-1593.043774,-1107.355051,-282.666328,69.022395,157.711118,-196.600159,213.088564,-1646.222713
-298.42122,-19.9403560555556,18.145157,173.267503,-1593.043774,-1107.355051,-282.666328,69.022395,157.711118,-196.600159,213.088564
-174.109943,-19.9403560555556,179.026710531746,-298.42122,173.267503,-1593.043774,-1107.355051,-282.666328,69.022395,157.711118,-196.600159
-218.798666,-19.9403560555556,-105.328679134921,-174.109943,-298.42122,173.267503,-1593.043774,-1107.355051,-282.666328,69.022395,157.711118
-243.487389,-19.9403560555556,-204.763433880952,-218.798666,-174.109943,-298.42122,173.267503,-1593.043774,-1107.355051,-282.666328,69.022395
-971.176112,-19.9403560555556,-160.206125134921,-243.487389,-218.798666,-174.109943,-298.42122,173.267503,-1593.043774,-1107.355051,-282.666328
-1618.864835,-19.9403560555556,154.306603,-971.176112,-243.487389,-218.798666,-174.109943,-298.42122,173.267503,-1593.043774,-1107.355051
151.446442,11.2517811594203,121.30588,-1618.864835,-971.176112,-243.487389,-218.798666,-174.109943,-298.42122,173.267503,-1593.043774
-239.242281,11.2517811594203,18.145157,151.446442,-1618.864835,-971.176112,-243.487389,-218.798666,-174.109943,-298.42122,173.267503
-253.931004,11.2517811594203,179.026710531746,-239.242281,151.446442,-1618.864835,-971.176112,-243.487389,-218.798666,-174.109943,-298.42122
-221.619727,11.2517811594203,-105.328679134921,-253.931004,-239.242281,151.446442,-1618.864835,-971.176112,-243.487389,-218.798666,-174.109943
-137.30845,11.2517811594203,-204.763433880952,-221.619727,-253.931004,-239.242281,151.446442,-1618.864835,-971.176112,-243.487389,-218.798666
-884.997173,11.2517811594203,-160.206125134921,-137.30845,-221.619727,-253.931004,-239.242281,151.446442,-1618.864835,-971.176112,-243.487389
-1803.685896,11.2517811594203,154.306603,-884.997173,-137.30845,-221.619727,-253.931004,-239.242281,151.446442,-1618.864835,-971.176112
147.625381,11.2517811594203,121.30588,-1803.685896,-884.997173,-137.30845,-221.619727,-253.931004,-239.242281,151.446442,-1618.864835
-249.063342,11.2517811594203,18.145157,147.625381,-1803.685896,-884.997173,-137.30845,-221.619727,-253.931004,-239.242281,151.446442
-400.752065,11.2517811594203,179.026710531746,-249.063342,147.625381,-1803.685896,-884.997173,-137.30845,-221.619727,-253.931004,-239.242281
-557.440788,11.2517811594203,-105.328679134921,-400.752065,-249.063342,147.625381,-1803.685896,-884.997173,-137.30845,-221.619727,-253.931004
-174.129511,11.2517811594203,-204.763433880952,-557.440788,-400.752065,-249.063342,147.625381,-1803.685896,-884.997173,-137.30845,-221.619727
-913.818234,11.2517811594203,-160.206125134921,-174.129511,-557.440788,-400.752065,-249.063342,147.625381,-1803.685896,-884.997173,-137.30845
-1585.506957,11.2517811594203,154.306603,-913.818234,-174.129511,-557.440788,-400.752065,-249.063342,147.625381,-1803.685896,-884.997173
202.80432,11.2517811594203,121.30588,-1585.506957,-913.818234,-174.129511,-557.440788,-400.752065,-249.063342,147.625381,-1803.685896
-8.88440300000002,11.2517811594203,18.145157,202.80432,-1585.506957,-913.818234,-174.129511,-557.440788,-400.752065,-249.063342,147.625381
-182.573126,11.2517811594203,179.026710531746,-8.88440300000002,202.80432,-1585.506957,-913.818234,-174.129511,-557.440788,-400.752065,-249.063342
-145.261849,11.2517811594203,-105.328679134921,-182.573126,-8.88440300000002,202.80432,-1585.506957,-913.818234,-174.129511,-557.440788,-400.752065
133.049428,11.2517811594203,-204.763433880952,-145.261849,-182.573126,-8.88440300000002,202.80432,-1585.506957,-913.818234,-174.129511,-557.440788
-1004.639295,11.2517811594203,-160.206125134921,133.049428,-145.261849,-182.573126,-8.88440300000002,202.80432,-1585.506957,-913.818234,-174.129511
-1602.328018,11.2517811594203,154.306603,-1004.639295,133.049428,-145.261849,-182.573126,-8.88440300000002,202.80432,-1585.506957,-913.818234
231.983259,11.2517811594203,121.30588,-1602.328018,-1004.639295,133.049428,-145.261849,-182.573126,-8.88440300000002,202.80432,-1585.506957
-160.705464,11.2517811594203,18.145157,231.983259,-1602.328018,-1004.639295,133.049428,-145.261849,-182.573126,-8.88440300000002,202.80432
-280.394187,11.2517811594203,179.026710531746,-160.705464,231.983259,-1602.328018,-1004.639295,133.049428,-145.261849,-182.573126,-8.88440300000002
-313.08291,11.2517811594203,-105.328679134921,-280.394187,-160.705464,231.983259,-1602.328018,-1004.639295,133.049428,-145.261849,-182.573126
-287.771633,11.2517811594203,-204.763433880952,-313.08291,-280.394187,-160.705464,231.983259,-1602.328018,-1004.639295,133.049428,-145.261849
-1021.460356,11.2517811594203,-160.206125134921,-287.771633,-313.08291,-280.394187,-160.705464,231.983259,-1602.328018,-1004.639295,133.049428
-1717.149079,11.2517811594203,154.306603,-1021.460356,-287.771633,-313.08291,-280.394187,-160.705464,231.983259,-1602.328018,-1004.639295
-773.837802,11.2517811594203,121.30588,-1717.149079,-1021.460356,-287.771633,-313.08291,-280.394187,-160.705464,231.983259,-1602.328018
157.473475,11.2517811594203,18.145157,-773.837802,-1717.149079,-1021.460356,-287.771633,-313.08291,-280.394187,-160.705464,231.983259
-99.215248,11.2517811594203,179.026710531746,157.473475,-773.837802,-1717.149079,-1021.460356,-287.771633,-313.08291,-280.394187,-160.705464
-142.903971,22.8291167457627,-105.328679134921,-99.215248,157.473475,-773.837802,-1717.149079,-1021.460356,-287.771633,-313.08291,-280.394187
-321.592694,22.8291167457627,-204.763433880952,-142.903971,-99.215248,157.473475,-773.837802,-1717.149079,-1021.460356,-287.771633,-313.08291
-724.281417,22.8291167457627,-160.206125134921,-321.592694,-142.903971,-99.215248,157.473475,-773.837802,-1717.149079,-1021.460356,-287.771633
-1549.97014,22.8291167457627,154.306603,-724.281417,-321.592694,-142.903971,-99.215248,157.473475,-773.837802,-1717.149079,-1021.460356
233.341137,22.8291167457627,121.30588,-1549.97014,-724.281417,-321.592694,-142.903971,-99.215248,157.473475,-773.837802,-1717.149079
-185.347586,22.8291167457627,18.145157,233.341137,-1549.97014,-724.281417,-321.592694,-142.903971,-99.215248,157.473475,-773.837802
-174.036309,22.8291167457627,179.026710531746,-185.347586,233.341137,-1549.97014,-724.281417,-321.592694,-142.903971,-99.215248,157.473475
-127.725032,22.8291167457627,-105.328679134921,-174.036309,-185.347586,233.341137,-1549.97014,-724.281417,-321.592694,-142.903971,-99.215248
-315.413755,22.8291167457627,-204.763433880952,-127.725032,-174.036309,-185.347586,233.341137,-1549.97014,-724.281417,-321.592694,-142.903971
-853.102478,22.8291167457627,-160.206125134921,-315.413755,-127.725032,-174.036309,-185.347586,233.341137,-1549.97014,-724.281417,-321.592694
-1574.791201,22.8291167457627,154.306603,-853.102478,-315.413755,-127.725032,-174.036309,-185.347586,233.341137,-1549.97014,-724.281417
13.5200759999998,22.8291167457627,121.30588,-1574.791201,-853.102478,-315.413755,-127.725032,-174.036309,-185.347586,233.341137,-1549.97014
201.831353,22.8291167457627,18.145157,13.5200759999998,-1574.791201,-853.102478,-315.413755,-127.725032,-174.036309,-185.347586,233.341137
-301.85737,22.8291167457627,179.026710531746,201.831353,13.5200759999998,-1574.791201,-853.102478,-315.413755,-127.725032,-174.036309,-185.347586
-144.546093,22.8291167457627,-105.328679134921,-301.85737,201.831353,13.5200759999998,-1574.791201,-853.102478,-315.413755,-127.725032,-174.036309
-179.234816,22.8291167457627,-204.763433880952,-144.546093,-301.85737,201.831353,13.5200759999998,-1574.791201,-853.102478,-315.413755,-127.725032
-829.923539,22.8291167457627,-160.206125134921,-179.234816,-144.546093,-301.85737,201.831353,13.5200759999998,-1574.791201,-853.102478,-315.413755
-1306.612262,22.8291167457627,154.306603,-829.923539,-179.234816,-144.546093,-301.85737,201.831353,13.5200759999998,-1574.791201,-853.102478
659.699015,22.8291167457627,121.30588,-1306.612262,-829.923539,-179.234816,-144.546093,-301.85737,201.831353,13.5200759999998,-1574.791201
636.010292,22.8291167457627,18.145157,659.699015,-1306.612262,-829.923539,-179.234816,-144.546093,-301.85737,201.831353,13.5200759999998
1476.321569,22.8291167457627,179.026710531746,636.010292,659.699015,-1306.612262,-829.923539,-179.234816,-144.546093,-301.85737,201.831353
1012.632846,22.8291167457627,-105.328679134921,1476.321569,636.010292,659.699015,-1306.612262,-829.923539,-179.234816,-144.546093,-301.85737
105.944123,22.8291167457627,-204.763433880952,1012.632846,1476.321569,636.010292,659.699015,-1306.612262,-829.923539,-179.234816,-144.546093
-713.7446,22.8291167457627,-160.206125134921,105.944123,1012.632846,1476.321569,636.010292,659.699015,-1306.612262,-829.923539,-179.234816
1002.566677,22.8291167457627,154.306603,-713.7446,105.944123,1012.632846,1476.321569,636.010292,659.699015,-1306.612262,-829.923539
1027.877954,22.8291167457627,121.30588,1002.566677,-713.7446,105.944123,1012.632846,1476.321569,636.010292,659.699015,-1306.612262
945.189231,22.8291167457627,18.145157,1027.877954,1002.566677,-713.7446,105.944123,1012.632846,1476.321569,636.010292,659.699015
516.500508,22.8291167457627,179.026710531746,945.189231,1027.877954,1002.566677,-713.7446,105.944123,1012.632846,1476.321569,636.010292
975.811785,22.8291167457627,-105.328679134921,516.500508,945.189231,1027.877954,1002.566677,-713.7446,105.944123,1012.632846,1476.321569
